"Laufende Nummer","Gemeindeschlüssel SRDB",GS,"Amtlicher Gemeindeschlüssel SRDB",AGS,"Bundeseinheitlicher Regionalschlüssel","Textkennzeichen der Gemeinde","Postleitzahl",Gemeindename,Kreis,Kreis Nummer,Kreis Allgemeine Nummer,Kreis Typ,Kreis Name,Region,Region Nummer,Region Allgemeine Nummer,Region Name,Regierungsbezirk,Regierungsbezirk Nummer,Regierungsbezirk Allgemeine Nummer,Regierungsbezirk Name
877,GS,416015,KD,08416015,084165001015,64,72810,Gomaringen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
878,GS,416018,KD,08416018,084165003018,64,72145,Hirrlingen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
879,GS,416022,KD,08416022,084160022022,64,72138,Kirchentellinsfurt,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
880,GS,416023,KD,08416023,084160023023,64,72127,Kusterdingen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
881,GS,416025,KD,08416025,084165002025,67,72116,"Mössingen, Stadt",KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
882,GS,416026,KD,08416026,084165001026,64,72147,Nehren,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
883,GS,416031,KD,08416031,084165002031,64,72131,Ofterdingen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
884,GS,416036,KD,08416036,084165003036,67,72108,"Rottenburg am Neckar, Stadt",KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
885,GS,416041,KD,08416041,084160041041,67,72070,"Tübingen, Universitätsstadt",KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
886,GS,416048,KD,08416048,084160048048,64,72119,Ammerbuch,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
887,GS,416049,KD,08416049,084165003049,64,72149,Neustetten,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
888,GS,416050,KD,08416050,084165003050,64,72181,Starzach,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
889,GS,417002,KD,08417002,084175002002,67,72336,"Balingen, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
890,GS,417008,KD,08417008,084175003008,64,72406,Bisingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
891,GS,417010,KD,08417010,084175001010,64,72475,Bitz,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
892,GS,417013,KD,08417013,084170013013,63,72393,"Burladingen, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
893,GS,417014,KD,08417014,084175006014,64,72356,Dautmergen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
894,GS,417015,KD,08417015,084175006015,64,72358,Dormettingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
895,GS,417016,KD,08417016,084175006016,64,72359,Dotternhausen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
896,GS,417022,KD,08417022,084175002022,63,72351,"Geislingen, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
897,GS,417023,KD,08417023,084175003023,64,72415,Grosselfingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
898,GS,417025,KD,08417025,084170025025,63,72401,"Haigerloch, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
899,GS,417029,KD,08417029,084175006029,64,72361,Hausen am Tann,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
900,GS,417031,KD,08417031,084175004031,63,72379,"Hechingen, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
902,GS,417044,KD,08417044,084175005044,63,72469,"Meßstetten, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
903,GS,417045,KD,08417045,084175005045,64,72362,Nusplingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
904,GS,417047,KD,08417047,084175005047,64,72364,Obernheim,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
905,GS,417051,KD,08417051,084175004051,64,72414,Rangendingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
906,GS,417052,KD,08417052,084175006052,64,72365,Ratshausen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
907,GS,417054,KD,08417054,084170054054,63,72348,"Rosenfeld, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
908,GS,417057,KD,08417057,084175006057,63,72355,"Schömberg, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
909,GS,417063,KD,08417063,084175007063,64,72479,Straßberg,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
910,GS,417071,KD,08417071,084175006071,64,72367,Weilen unter den Rinnen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
911,GS,417075,KD,08417075,084175007075,64,72474,Winterlingen,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
912,GS,417078,KD,08417078,084175006078,64,72369,Zimmern unter der Burg,KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
913,GS,417079,KD,08417079,084175001079,67,72458,"Albstadt, Stadt",KR,417,08417,Landkreis,Zollernalbkreis,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
914,GS,421000,KD,08421000,084210000000,62,89073,"Ulm, Universitätsstadt",KR,421,08421,Stadtkreis,Ulm,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
915,GS,425002,KD,08425002,084255001002,64,89604,Allmendingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
916,GS,425004,KD,08425004,084255001004,64,89605,Altheim,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
917,GS,425005,KD,08425005,084255008005,64,89174,Altheim (Alb),KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
918,GS,425008,KD,08425008,084255009008,64,73340,Amstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
919,GS,425011,KD,08425011,084255008011,64,89176,Asselfingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
920,GS,425013,KD,08425013,084255008013,64,89177,Ballendorf,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
921,GS,425014,KD,08425014,084255004014,64,89179,Beimerstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
922,GS,425017,KD,08425017,084255002017,64,89180,Berghülen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
923,GS,425019,KD,08425019,084255008019,64,89182,Bernstadt,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
924,GS,425020,KD,08425020,084255002020,63,89143,"Blaubeuren, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
925,GS,425022,KD,08425022,084255008022,64,89177,Börslingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
926,GS,425024,KD,08425024,084255008024,64,89183,Breitingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
927,GS,425028,KD,08425028,084255003028,63,89165,"Dietenheim, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
928,GS,425031,KD,08425031,084255004031,64,89160,Dornstadt,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
929,GS,425033,KD,08425033,084255005033,67,89584,"Ehingen (Donau), Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
930,GS,425035,KD,08425035,084255010035,64,88499,Emeringen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
931,GS,425036,KD,08425036,084255010036,64,89607,Emerkingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
932,GS,425039,KD,08425039,084250039039,63,89155,"Erbach, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
933,GS,425050,KD,08425050,084255005050,64,89608,Griesingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
934,GS,425052,KD,08425052,084255010052,64,89613,Grundsheim,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
935,GS,425055,KD,08425055,084255010055,64,89597,Hausen am Bussen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
936,GS,425062,KD,08425062,084255008062,64,89183,Holzkirch,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
937,GS,425064,KD,08425064,084255006064,64,89185,Hüttisheim,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
938,GS,425066,KD,08425066,084255003066,64,89186,Illerrieden,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
939,GS,425071,KD,08425071,084255007071,63,89150,"Laichingen, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
940,GS,425072,KD,08425072,084255008072,63,89129,"Langenau, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
941,GS,425073,KD,08425073,084255010073,64,89584,Lauterach,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
942,GS,425075,KD,08425075,084255009075,64,89173,Lonsee,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
943,GS,425079,KD,08425079,084255007079,64,89188,Merklingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
944,GS,425081,KD,08425081,084255010081,63,89597,"Munderkingen, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
945,GS,425083,KD,08425083,084255008083,64,89189,Neenstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
946,GS,425084,KD,08425084,084255007084,64,89191,Nellingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
947,GS,425085,KD,08425085,084255008085,64,89129,Nerenstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
948,GS,425088,KD,08425088,084255005088,64,89610,Oberdischingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
949,GS,425090,KD,08425090,084255010090,64,89611,Obermarchtal,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
950,GS,425091,KD,08425091,084255010091,64,89613,Oberstadion,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
951,GS,425092,KD,08425092,084255008092,64,89129,Öllingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
952,GS,425093,KD,08425093,084255005093,64,89614,Öpfingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
953,GS,425097,KD,08425097,084255008097,64,89192,Rammingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
955,GS,425104,KD,08425104,084255010104,64,89616,Rottenacker,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
956,GS,425108,KD,08425108,084250108108,63,89601,"Schelklingen, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
957,GS,425110,KD,08425110,084255006110,64,89194,Schnürpflingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
958,GS,425112,KD,08425112,084255008112,64,89129,Setzingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
959,GS,425123,KD,08425123,084255010123,64,89617,Untermarchtal,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
960,GS,425124,KD,08425124,084255010124,64,89619,Unterstadion,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
961,GS,425125,KD,08425125,084255010125,64,89597,Unterwachingen,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
962,GS,425130,KD,08425130,084255008130,64,89197,Weidenstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
963,GS,425134,KD,08425134,084255007134,64,72589,Westerheim,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
964,GS,425135,KD,08425135,084255004135,64,89198,Westerstetten,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
965,GS,425137,KD,08425137,084255006137,64,89171,Illerkirchberg,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
966,GS,425138,KD,08425138,084255006138,64,89195,Staig,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
967,GS,425139,KD,08425139,084255007139,64,72535,Heroldstatt,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
968,GS,425140,KD,08425140,084255003140,64,88481,Balzheim,KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
969,GS,425141,KD,08425141,084250141141,63,89134,"Blaustein, Stadt",KR,425,08425,Landkreis,Alb-Donau-Kreis,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
970,GS,426001,KD,08426001,084265005001,64,88480,Achstetten,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
971,GS,426005,KD,08426005,084265001005,64,88422,Alleshausen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
972,GS,426006,KD,08426006,084265001006,64,88348,Allmannsweiler,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
973,GS,426008,KD,08426008,084265007008,64,88499,Altheim,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
974,GS,426011,KD,08426011,084265003011,64,88448,Attenweiler,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
975,GS,426013,KD,08426013,084265001013,63,88422,"Bad Buchau, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
976,GS,426014,KD,08426014,084265002014,63,88427,"Bad Schussenried, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
977,GS,426019,KD,08426019,084265004019,64,88450,Berkheim,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
978,GS,426020,KD,08426020,084265001020,64,88422,Betzenweiler,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
979,GS,426021,KD,08426021,084265003021,67,88400,"Biberach an der Riß, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
980,GS,426028,KD,08426028,084265005028,64,88483,Burgrieden,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
981,GS,426031,KD,08426031,084265004031,64,88451,Dettingen an der Iller,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
982,GS,426035,KD,08426035,084265007035,64,88525,Dürmentingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
983,GS,426036,KD,08426036,084265001036,64,88422,Dürnau,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
984,GS,426038,KD,08426038,084265003038,64,88436,Eberhardzell,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
985,GS,426043,KD,08426043,084265006043,64,88416,Erlenmoos,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
986,GS,426044,KD,08426044,084265004044,64,88453,Erolzheim,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
987,GS,426045,KD,08426045,084265007045,64,88521,Ertingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
988,GS,426058,KD,08426058,084265003058,64,88454,Hochdorf,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
989,GS,426062,KD,08426062,084265002062,64,88456,Ingoldingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
990,GS,426064,KD,08426064,084265001064,64,88422,Kanzach,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
991,GS,426065,KD,08426065,084265004065,64,88486,Kirchberg an der Iller,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
992,GS,426066,KD,08426066,084265004066,64,88457,Kirchdorf an der Iller,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
993,GS,426067,KD,08426067,084265007067,64,88515,Langenenslingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
994,GS,426070,KD,08426070,084265005070,67,88471,"Laupheim, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
995,GS,426071,KD,08426071,084265003071,64,88437,Maselheim,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
996,GS,426073,KD,08426073,084265005073,64,88487,Mietingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
997,GS,426074,KD,08426074,084265003074,64,88441,Mittelbiberach,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
998,GS,426078,KD,08426078,084265001078,64,88422,Moosburg,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
999,GS,426087,KD,08426087,084265006087,63,88416,"Ochsenhausen, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1000,GS,426090,KD,08426090,084265001090,64,88422,Oggelshausen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1001,GS,426097,KD,08426097,084265007097,63,88499,"Riedlingen, Stadt",KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1002,GS,426100,KD,08426100,084265008100,64,88430,Rot an der Rot,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1003,GS,426108,KD,08426108,084265009108,64,88477,Schwendi,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1004,GS,426109,KD,08426109,084265001109,64,88422,Seekirch,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1005,GS,426113,KD,08426113,084265006113,64,88416,Steinhausen an der Rottum,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1006,GS,426117,KD,08426117,084265008117,64,88459,Tannheim,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1008,GS,426120,KD,08426120,084265003120,64,88444,Ummendorf,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1009,GS,426121,KD,08426121,084265007121,64,88527,Unlingen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1010,GS,426124,KD,08426124,084265007124,64,88524,Uttenweiler,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1011,GS,426125,KD,08426125,084265009125,64,88489,Wain,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1012,GS,426128,KD,08426128,084265003128,64,88447,Warthausen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1013,GS,426134,KD,08426134,084260134134,64,88433,Schemmerhofen,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1014,GS,426135,KD,08426135,084265006135,64,88484,Gutenzell-Hürbel,KR,426,08426,Landkreis,Biberach,RV,42,0842,Donau-Iller,RB,4,084,Tübingen
1015,GS,435005,KD,08435005,084355003005,64,88697,Bermatingen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1016,GS,435010,KD,08435010,084355004010,64,88718,Daisendorf,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1017,GS,435013,KD,08435013,084355001013,64,88097,Eriskirch,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1018,GS,435015,KD,08435015,084355005015,64,88699,Frickingen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1019,GS,435016,KD,08435016,084355002016,67,88045,"Friedrichshafen, Stadt",KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1020,GS,435018,KD,08435018,084355004018,64,88709,Hagnau am Bodensee,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1021,GS,435020,KD,08435020,084355005020,64,88633,Heiligenberg,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1022,GS,435024,KD,08435024,084355002024,64,88090,Immenstaad am Bodensee,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1023,GS,435029,KD,08435029,084355001029,64,88079,Kressbronn am Bodensee,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1024,GS,435030,KD,08435030,084355001030,64,88085,Langenargen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1025,GS,435034,KD,08435034,084355003034,63,88677,"Markdorf, Stadt",KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1026,GS,435035,KD,08435035,084350035035,64,88074,Meckenbeuren,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1027,GS,435036,KD,08435036,084355004036,63,88709,"Meersburg, Stadt",KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1028,GS,435042,KD,08435042,084355006042,64,88099,Neukirch,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1029,GS,435045,KD,08435045,084355003045,64,88094,Oberteuringen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1030,GS,435047,KD,08435047,084355007047,64,88696,Owingen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1031,GS,435052,KD,08435052,084355005052,64,88682,Salem,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1032,GS,435053,KD,08435053,084355007053,64,78354,Sipplingen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1033,GS,435054,KD,08435054,084355004054,64,88719,Stetten,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1034,GS,435057,KD,08435057,084355006057,63,88069,"Tettnang, Stadt",KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1035,GS,435059,KD,08435059,084355007059,67,88662,"Überlingen, Stadt",KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1036,GS,435066,KD,08435066,084355004066,64,88690,Uhldingen-Mühlhofen,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
